0:0:AE	DASSAULT ELECTRONIQUE
0:0:AF	NUCLEAR DATA INSTRUMENTATION
0:0:B0	RND-RAD NETWORK DEVICES
0:0:B1	ALPHA MICROSYSTEMS INC.
0:0:B2	TELEVIDEO SYSTEMS, INC.
0:0:B3	CIMLINC INCORPORATED
0:0:B4	EDIMAX COMPUTER COMPANY
0:0:B5	DATABILITY SOFTWARE SYS. INC.
0:0:B6	MICRO-MATIC RESEARCH
0:0:B7	DOVE COMPUTER CORPORATION
0:0:B8	SEIKOSHA CO., LTD.
0:0:B9	MCDONNELL DOUGLAS COMPUTER SYS
0:0:BA	SIIG, INC.
0:0:BB	TRI-DATA
0:0:BC	Rockwell Automation
0:0:BD	MITSUBISHI CABLE COMPANY
0:0:BE	THE NTI GROUP
0:0:BF	SYMMETRIC COMPUTER SYSTEMS
0:0:C0	WESTERN DIGITAL CORPORATION
0:0:C1	Madge Ltd.
0:0:C2	INFORMATION PRESENTATION TECH.
0:0:C3	HARRIS CORP COMPUTER SYS DIV
0:0:C4	WATERS DIV. OF MILLIPORE
0:0:C5	FARALLON COMPUTING/NETOPIA
0:0:C6	EON SYSTEMS
0:0:C7	ARIX CORPORATION
0:0:C8	ALTOS COMPUTER SYSTEMS
0:0:C9	Emulex Corporation
0:0:CA	ARRIS International
0:0:CB	COMPU-SHACK ELECTRONIC GMBH
0:0:CC	DENSAN CO., LTD.
0:0:CD	Allied Telesis Labs Ltd
0:0:CE	MEGADATA CORP.
0:0:CF	HAYES MICROCOMPUTER PRODUCTS
0:0:D0	DEVELCON ELECTRONICS LTD.
0:0:D1	ADAPTEC INCORPORATED
0:0:D2	SBE, INC.
0:0:D3	WANG LABORATORIES INC.
0:0:D4	PURE DATA LTD.
0:0:D5	MICROGNOSIS INTERNATIONAL
0:0:D6	PUNCH LINE HOLDING
0:0:D7	DARTMOUTH COLLEGE
0:0:D8	NOVELL, INC.
0:0:D9	NIPPON TELEGRAPH & TELEPHONE
0:0:DA	ATEX
0:0:DB	British Telecommunications plc
0:0:DC	HAYES MICROCOMPUTER PRODUCTS
0:0:DD	TCL INCORPORATED
0:0:DE	CETIA
0:0:DF	BELL & HOWELL PUB SYS DIV
0:0:E0	QUADRAM CORP.
0:0:E1	GRID SYSTEMS
0:0:E2	ACER TECHNOLOGIES CORP.
0:0:E3	INTEGRATED MICRO PRODUCTS LTD
0:0:E4	IN2 GROUPE INTERTECHNIQUE
0:0:E5	SIGMEX LTD.
0:0:E6	APTOR PRODUITS DE COMM INDUST
0:0:E7	STAR GATE TECHNOLOGIES
0:0:E8	ACCTON TECHNOLOGY CORP.
0:0:E9	ISICAD, INC.
0:0:EA	UPNOD AB
0:0:EB	MATSUSHITA COMM. IND. CO. LTD.
0:0:EC	MICROPROCESS
0:0:ED	APRIL
0:0:EE	NETWORK DESIGNERS, LTD.
0:0:EF	KTI
0:0:F0	SAMSUNG ELECTRONICS CO., LTD.
0:0:F1	MAGNA COMPUTER CORPORATION
0:0:F2	SPIDER COMMUNICATIONS
0:0:F3	GANDALF DATA LIMITED
0:0:F4	Allied Telesis
0:0:F5	DIAMOND SALES LIMITED
0:0:F6	APPLIED MICROSYSTEMS CORP.
0:0:F7	YOUTH KEEP ENTERPRISE CO LTD
0:0:F8	DIGITAL EQUIPMENT CORPORATION
0:0:F9	QUOTRON SYSTEMS INC.
0:0:FA	MICROSAGE COMPUTER SYSTEMS INC
0:0:FB	RECHNER ZUR KOMMUNIKATION
0:0:FC	MEIKO
0:0:FD	HIGH LEVEL HARDWARE
0:0:FE	ANNAPOLIS MICRO SYSTEMS
0:0:FF	CAMTEC ELECTRONICS LTD.
0:1:0	EQUIP'TRANS
0:1:1	 
0:1:2	3COM CORPORATION
0:1:3	3COM CORPORATION
0:1:4	DVICO Co., Ltd.
0:1:5	Beckhoff Automation GmbH
0:1:6	Tews Datentechnik GmbH
0:1:7	Leiser GmbH
0:1:8	AVLAB Technology, Inc.
0:1:9	Nagano Japan Radio Co., Ltd.
0:1:A	CIS TECHNOLOGY INC.
0:1:B	Space CyberLink, Inc.
0:1:C	System Talks Inc.
0:1:D	CORECO, INC.
0:1:E	Bri-Link Technologies Co., Ltd
0:1:F	Brocade Communications Systems, Inc.
0:1:10	Gotham Networks
0:1:11	iDigm Inc.
0:1:12	Shark Multimedia Inc.
0:1:13	OLYMPUS CORPORATION
0:1:14	KANDA TSUSHIN KOGYO CO., LTD.
0:1:15	EXTRATECH CORPORATION
0:1:16	Netspect Technologies, Inc.
0:1:17	CANAL +
0:1:18	EZ Digital Co., Ltd.
0:1:19	RTUnet (Australia)
0:1:1A	Hoffmann und Burmeister GbR
0:1:1B	Unizone Technologies, Inc.
0:1:1C	Universal Talkware Corporation
0:1:1D	Centillium Communications
0:1:1E	Precidia Technologies, Inc.
0:1:1F	RC Networks, Inc.
0:1:20	OSCILLOQUARTZ S.A.
0:1:21	Watchguard Technologies, Inc.
0:1:22	Trend Communications, Ltd.
0:1:23	DIGITAL ELECTRONICS CORP.
0:1:24	Acer Incorporated
0:1:25	YAESU MUSEN CO., LTD.
0:1:26	PAC Labs
0:1:27	OPEN Networks Pty Ltd
0:1:28	EnjoyWeb, Inc.
0:1:29	DFI Inc.
0:1:2A	Telematica Sistems Inteligente
0:1:2B	TELENET Co., Ltd.
0:1:2C	Aravox Technologies, Inc.
0:1:2D	Komodo Technology
0:1:2E	PC Partner Ltd.
0:1:2F	Twinhead International Corp
0:1:30	Extreme Networks
0:1:31	Bosch Security Systems, Inc.
0:1:32	Dranetz - BMI
0:1:33	KYOWA Electronic Instruments C
0:1:34	Selectron Systems AG
0:1:35	KDC Corp.
0:1:36	CyberTAN Technology, Inc.
0:1:37	IT Farm Corporation
0:1:38	XAVi Technologies Corp.
0:1:39	Point Multimedia Systems
0:1:3A	SHELCAD COMMUNICATIONS, LTD.
0:1:3B	BNA SYSTEMS
0:1:3C	TIW SYSTEMS
0:1:3D	RiscStation Ltd.
0:1:3E	Ascom Tateco AB
0:1:3F	Neighbor World Co., Ltd.
0:1:40	Sendtek Corporation
0:1:41	CABLE PRINT
0:1:42	CISCO SYSTEMS, INC.
0:1:43	CISCO SYSTEMS, INC.
0:1:44	EMC Corporation
0:1:45	WINSYSTEMS, INC.
0:1:46	Tesco Controls, Inc.
0:1:47	Zhone Technologies
0:1:48	X-traWeb Inc.
0:1:49	T.D.T. Transfer Data Test GmbH
0:1:4A	Sony Corporation
0:1:4B	Ennovate Networks, Inc.
0:1:4C	Berkeley Process Control
0:1:4D	Shin Kin Enterprises Co., Ltd
0:1:4E	WIN Enterprises, Inc.
0:1:4F	ADTRAN INC
0:1:50	GILAT COMMUNICATIONS, LTD.
0:1:51	Ensemble Communications
0:1:52	CHROMATEK INC.
0:1:53	ARCHTEK TELECOM CORPORATION
0:1:54	G3M Corporation
0:1:55	Promise Technology, Inc.
0:1:56	FIREWIREDIRECT.COM, INC.
0:1:57	SYSWAVE CO., LTD
0:1:58	Electro Industries/Gauge Tech
0:1:59	S1 Corporation
0:1:5A	Digital Video Broadcasting
0:1:5B	ITALTEL S.p.A/RF-UP-I
0:1:5C	CADANT INC.
0:1:5D	Oracle Corporation
0:1:5E	BEST TECHNOLOGY CO., LTD.
0:1:5F	DIGITAL DESIGN GmbH
0:1:60	ELMEX Co., LTD.
0:1:61	Meta Machine Technology
0:1:62	Cygnet Technologies, Inc.
0:1:63	CISCO SYSTEMS, INC.
0:1:64	CISCO SYSTEMS, INC.
0:1:65	AirSwitch Corporation
0:1:66	TC GROUP A/S
0:1:67	HIOKI E.E. CORPORATION
0:1:68	VITANA CORPORATION
0:1:69	Celestix Networks Pte Ltd.
0:1:6A	ALITEC
0:1:6B	LightChip, Inc.
0:1:6C	FOXCONN
0:1:6D	CarrierComm Inc.
0:1:6E	Conklin Corporation
0:1:6F	Inkel Corp.
0:1:70	ESE Embedded System Engineer'g
0:1:71	Allied Data Technologies
0:1:72	TechnoLand Co., LTD.
0:1:73	AMCC
0:1:74	CyberOptics Corporation
0:1:75	Radiant Communications Corp.
0:1:76	Orient Silver Enterprises
0:1:77	EDSL
0:1:78	MARGI Systems, Inc.
0:1:79	WIRELESS TECHNOLOGY, INC.
0:1:7A	Chengdu Maipu Electric Industrial Co., Ltd.
0:1:7B	Heidelberger Druckmaschinen AG
0:1:7C	AG-E GmbH
0:1:7D	ThermoQuest
0:1:7E	ADTEK System Science Co., Ltd.
0:1:7F	Experience Music Project
0:1:80	AOpen, Inc.
0:1:81	Nortel Networks
0:1:82	DICA TECHNOLOGIES AG
0:1:83	ANITE TELECOMS
0:1:84	SIEB & MEYER AG
0:1:85	Hitachi Aloka Medical, Ltd.
0:1:86	Uwe Disch
0:1:87	I2SE GmbH
0:1:88	LXCO Technologies ag
0:1:89	Refraction Technology, Inc.
0:1:8A	ROI COMPUTER AG
0:1:8B	NetLinks Co., Ltd.
0:1:8C	Mega Vision
0:1:8D	AudeSi Technologies
0:1:8E	Logitec Corporation
0:1:8F	Kenetec, Inc.
0:1:90	SMK-M
0:1:91	SYRED Data Systems
0:1:92	Texas Digital Systems
0:1:93	Hanbyul Telecom Co., Ltd.
0:1:94	Capital Equipment Corporation
0:1:95	Sena Technologies, Inc.
0:1:96	CISCO SYSTEMS, INC.
0:1:97	CISCO SYSTEMS, INC.
0:1:98	Darim Vision
0:1:99	HeiSei Electronics
0:1:9A	LEUNIG GmbH
0:1:9B	Kyoto Microcomputer Co., Ltd.
0:1:9C	JDS Uniphase Inc.
0:1:9D	E-Control Systems, Inc.
0:1:9E	ESS Technology, Inc.
0:1:9F	ReadyNet
0:1:A0	Infinilink Corporation
0:1:A1	Mag-Tek, Inc.
0:1:A2	Logical Co., Ltd.
0:1:A3	GENESYS LOGIC, INC.
0:1:A4	Microlink Corporation
0:1:A5	Nextcomm, Inc.
0:1:A6	Scientific-Atlanta Arcodan A/S
0:1:A7	UNEX TECHNOLOGY CORPORATION
0:1:A8	Welltech Computer Co., Ltd.
0:1:A9	BMW AG
0:1:AA	Airspan Communications, Ltd.
0:1:AB	Main Street Networks
0:1:AC	Sitara Networks, Inc.
0:1:AD	Coach Master International  d.b.a. CMI Worldwide, Inc.
0:1:AE	Trex Enterprises
0:1:AF	Emerson Network Power
0:1:B0	Fulltek Technology Co., Ltd.
0:1:B1	General Bandwidth
0:1:B2	Digital Processing Systems, Inc.
0:1:B3	Precision Electronic Manufacturing
0:1:B4	Wayport, Inc.
0:1:B5	Turin Networks, Inc.
0:1:B6	SAEJIN T&M Co., Ltd.
0:1:B7	Centos, Inc.
0:1:B8	Netsensity, Inc.
0:1:B9	SKF Condition Monitoring
0:1:BA	IC-Net, Inc.
0:1:BB	Frequentis
0:1:BC	Brains Corporation
0:1:BD	Peterson Electro-Musical Products, Inc.
0:1:BE	Gigalink Co., Ltd.
0:1:BF	Teleforce Co., Ltd.
0:1:C0	CompuLab, Ltd.
0:1:C1	Vitesse Semiconductor Corporation
0:1:C2	ARK Research Corp.
0:1:C3	Acromag, Inc.
0:1:C4	NeoWave, Inc.
0:1:C5	Simpler Networks
0:1:C6	Quarry Technologies
0:1:C7	CISCO SYSTEMS, INC.
0:1:C8	THOMAS CONRAD CORP.
0:1:C8	CONRAD CORP.
0:1:C9	CISCO SYSTEMS, INC.
0:1:CA	Geocast Network Systems, Inc.
0:1:CB	EVR
0:1:CC	Japan Total Design Communication Co., Ltd.
0:1:CD	ARtem
0:1:CE	Custom Micro Products, Ltd.
0:1:CF	Alpha Data Parallel Systems, Ltd.
0:1:D0	VitalPoint, Inc.
0:1:D1	CoNet Communications, Inc.
0:1:D2	inXtron, Inc.
0:1:D3	PAXCOMM, Inc.
0:1:D4	Leisure Time, Inc.
0:1:D5	HAEDONG INFO & COMM CO., LTD
0:1:D6	manroland AG
0:1:D7	F5 Networks, Inc.
0:1:D8	Teltronics, Inc.
0:1:D9	Sigma, Inc.
0:1:DA	WINCOMM Corporation
0:1:DB	Freecom Technologies GmbH
0:1:DC	Activetelco
0:1:DD	Avail Networks
0:1:DE	Trango Systems, Inc.
0:1:DF	ISDN Communications, Ltd.
0:1:E0	Fast Systems, Inc.
0:1:E1	Kinpo Electronics, Inc.
0:1:E2	Ando Electric Corporation
0:1:E3	Siemens AG
0:1:E4	Sitera, Inc.
0:1:E5	Supernet, Inc.
0:1:E6	Hewlett-Packard Company
0:1:E7	Hewlett-Packard Company
0:1:E8	Force10 Networks, Inc.
0:1:E9	Litton Marine Systems B.V.
0:1:EA	Cirilium Corp.
0:1:EB	C-COM Corporation
0:1:EC	Ericsson Group
0:1:ED	SETA Corp.
0:1:EE	Comtrol Europe, Ltd.
0:1:EF	Camtel Technology Corp.
0:1:F0	Tridium, Inc.
0:1:F1	Innovative Concepts, Inc.
0:1:F2	Mark of the Unicorn, Inc.
0:1:F3	QPS, Inc.
0:1:F4	Enterasys Networks
0:1:F5	ERIM S.A.
0:1:F6	Association of Musical Electronics Industry
0:1:F7	Image Display Systems, Inc.
0:1:F8	Texio Technology Corporation
0:1:F9	TeraGlobal Communications Corp.
0:1:FA	HOROSCAS
0:1:FB	DoTop Technology, Inc.
0:1:FC	Keyence Corporation
0:1:FD	Digital Voice Systems, Inc.
0:1:FE	DIGITAL EQUIPMENT CORPORATION
0:1:FF	Data Direct Networks, Inc.
0:2:0	Net & Sys Co., Ltd.
0:2:1	IFM Electronic gmbh
0:2:2	Amino Communications, Ltd.
0:2:3	Woonsang Telecom, Inc.
0:2:4	Bodmann Industries Elektronik GmbH
0:2:5	Hitachi Denshi, Ltd.
0:2:6	Telital R&D Denmark A/S
0:2:7	VisionGlobal Network Corp.
0:2:8	Unify Networks, Inc.
0:2:9	Shenzhen SED Information Technology Co., Ltd.
0:2:A	Gefran Spa
0:2:B	Native Networks, Inc.
0:2:C	Metro-Optix
0:2:D	Micronpc.com
0:2:E	ECI Telecom, Ltd
0:2:F	AATR
0:2:10	Fenecom
0:2:11	Nature Worldwide Technology Corp.
0:2:12	SierraCom
0:2:13	S.D.E.L.
0:2:14	DTVRO
0:2:15	Cotas Computer Technology A/B
0:2:16	CISCO SYSTEMS, INC.
0:2:17	CISCO SYSTEMS, INC.
0:2:18	Advanced Scientific Corp
0:2:19	Paralon Technologies
0:2:1A	Zuma Networks
0:2:1B	Kollmorgen-Servotronix
0:2:1C	Network Elements, Inc.
0:2:1D	Data General Communication Ltd.
0:2:1E	SIMTEL S.R.L.
0:2:1F	Aculab PLC
0:2:20	CANON FINETECH INC.
0:2:21	DSP Application, Ltd.
0:2:22	Chromisys, Inc.
0:2:23	ClickTV
0:2:24	C-COR
0:2:25	One Stop Systems
0:2:26	XESystems, Inc.
0:2:27	ESD Electronic System Design GmbH
0:2:28	Necsom, Ltd.
0:2:29	Adtec Corporation
0:2:2A	Asound Electronic
0:2:2B	SAXA, Inc.
0:2:2C	ABB Bomem, Inc.
0:2:2D	Agere Systems
0:2:2E	TEAC Corp. R& D
0:2:2F	P-Cube, Ltd.
0:2:30	Intersoft Electronics
0:2:31	Ingersoll-Rand
0:2:32	Avision, Inc.
0:2:33	Mantra Communications, Inc.
0:2:34	Imperial Technology, Inc.
0:2:35	Paragon Networks International
0:2:36	INIT GmbH
0:2:37	Cosmo Research Corp.
0:2:38	Serome Technology, Inc.
0:2:39	Visicom
0:2:3A	ZSK Stickmaschinen GmbH
0:2:3B	Ericsson
0:2:3C	Creative Technology, Ltd.
0:2:3D	Cisco Systems, Inc.
0:2:3E	Selta Telematica S.p.a
0:2:3F	Compal Electronics, Inc.
0:2:40	Seedek Co., Ltd.
0:2:41	Amer.com
0:2:42	Videoframe Systems
0:2:43	Raysis Co., Ltd.
0:2:44	SURECOM Technology Co.
0:2:45	Lampus Co, Ltd.
0:2:46	All-Win Tech Co., Ltd.
0:2:47	Great Dragon Information Technology (Group) Co., Ltd.
0:2:48	Pilz GmbH & Co.
0:2:49	Aviv Infocom Co, Ltd.
0:2:4A	CISCO SYSTEMS, INC.
0:2:4B	CISCO SYSTEMS, INC.
0:2:4C	SiByte, Inc.
0:2:4D	Mannesman Dematic Colby Pty. Ltd.
0:2:4E	Datacard Group
0:2:4F	IPM Datacom S.R.L.
0:2:50	Geyser Networks, Inc.
0:2:51	Soma Networks, Inc.
0:2:52	Carrier Corporation
0:2:53	Televideo, Inc.
0:2:54	WorldGate
0:2:55	IBM Corp
0:2:56	Alpha Processor, Inc.
0:2:57	Microcom Corp.
0:2:58	Flying Packets Communications
0:2:59	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
0:2:5A	Catena Networks
0:2:5B	Cambridge Silicon Radio
0:2:5C	SCI Systems (Kunshan) Co., Ltd.
0:2:5D	Calix Networks
0:2:5E	High Technology Ltd
0:2:5F	Nortel Networks
0:2:60	Accordion Networks, Inc.
0:2:61	Tilgin AB
0:2:62	Soyo Group Soyo Com Tech Co., Ltd
0:2:63	UPS Manufacturing SRL
0:2:64	AudioRamp.com
0:2:65	Virditech Co. Ltd.
0:2:66	Thermalogic Corporation
0:2:67	NODE RUNNER, INC.
0:2:68	Harris Government Communications
0:2:69	Nadatel Co., Ltd
0:2:6A	Cocess Telecom Co., Ltd.
0:2:6B	BCM Computers Co., Ltd.
0:2:6C	Philips CFT
0:2:6D	Adept Telecom
0:2:6E	NeGeN Access, Inc.
0:2:6F	Senao International Co., Ltd.
0:2:70	Crewave Co., Ltd.
0:2:71	Zhone Technologies
0:2:72	CC&C Technologies, Inc.
0:2:73	Coriolis Networks
0:2:74	Tommy Technologies Corp.
0:2:75	SMART Technologies, Inc.
0:2:76	Primax Electronics Ltd.
0:2:77	Cash Systemes Industrie
0:2:78	Samsung Electro-Mechanics Co., Ltd.
0:2:79	Control Applications, Ltd.
0:2:7A	IOI Technology Corporation
0:2:7B	Amplify Net, Inc.
0:2:7C	Trilithic, Inc.
0:2:7D	CISCO SYSTEMS, INC.
0:2:7E	CISCO SYSTEMS, INC.
0:2:7F	ask-technologies.com
0:2:80	Mu Net, Inc.
0:2:81	Madge Ltd.
0:2:82	ViaClix, Inc.
0:2:83	Spectrum Controls, Inc.
0:2:84	AREVA T&D
0:2:85	Riverstone Networks
0:2:86	Occam Networks
0:2:87	Adapcom
0:2:88	GLOBAL VILLAGE COMMUNICATION
0:2:89	DNE Technologies
0:2:8A	Ambit Microsystems Corporation
0:2:8B	VDSL Systems OY
0:2:8C	Micrel-Synergy Semiconductor
0:2:8D	Movita Technologies, Inc.
0:2:8E	Rapid 5 Networks, Inc.
0:2:8F	Globetek, Inc.
0:2:90	Woorigisool, Inc.
0:2:91	Open Network Co., Ltd.
0:2:92	Logic Innovations, Inc.
0:2:93	Solid Data Systems
0:2:94	Tokyo Sokushin Co., Ltd.
0:2:95	IP.Access Limited
0:2:96	Lectron Co,. Ltd.
0:2:97	C-COR.net
0:2:98	Broadframe Corporation
0:2:99	Apex, Inc.
0:2:9A	Storage Apps
0:2:9B	Kreatel Communications AB
0:2:9C	3COM
0:2:9D	Merix Corp.
0:2:9E	Information Equipment Co., Ltd.
0:2:9F	L-3 Communication Aviation Recorders
0:2:A0	Flatstack Ltd.
0:2:A1	World Wide Packets
0:2:A2	Hilscher GmbH
0:2:A3	ABB Switzerland Ltd, Power Systems
0:2:A4	AddPac Technology Co., Ltd.
0:2:A5	Hewlett-Packard Company
0:2:A6	Effinet Systems Co., Ltd.
0:2:A7	Vivace Networks
0:2:A8	Air Link Technology
0:2:A9	RACOM, s.r.o.
0:2:AA	PLcom Co., Ltd.
0:2:AB	CTC Union Technologies Co., Ltd.
0:2:AC	3PAR data
0:2:AD	HOYA Corporation
0:2:AE	Scannex Electronics Ltd.
0:2:AF	TeleCruz Technology, Inc.
0:2:B0	Hokubu Communication & Industrial Co., Ltd.
0:2:B1	Anritsu, Ltd.
0:2:B2	Cablevision
0:2:B3	Intel Corporation
0:2:B4	DAPHNE
0:2:B5	Avnet, Inc.
0:2:B6	Acrosser Technology Co., Ltd.
0:2:B7	Watanabe Electric Industry Co., Ltd.
0:2:B8	WHI KONSULT AB
0:2:B9	CISCO SYSTEMS, INC.
0:2:BA	CISCO SYSTEMS, INC.
0:2:BB	Continuous Computing Corp
0:2:BC	LVL 7 Systems, Inc.
0:2:BD	Bionet Co., Ltd.
0:2:BE	Totsu Engineering, Inc.
0:2:BF	dotRocket, Inc.
0:2:C0	Bencent Tzeng Industry Co., Ltd.
0:2:C1	Innovative Electronic Designs, Inc.
0:2:C2	Net Vision Telecom
0:2:C3	Arelnet Ltd.
0:2:C4	Vector International BVBA
0:2:C5	Evertz Microsystems Ltd.
0:2:C6	Data Track Technology PLC
0:2:C7	ALPS ELECTRIC Co., Ltd.
